"id_all","Headline","codeN","cabinetmatch","ldpmatch","politicsmatch"
36334,"在日米軍「楚辺」強制使用問題　執行命令訴訟へ／政府方針 ",NA,7508,NA,NA
16442,"主権国家連邦を提案、ソ連大統領と１０共和国　臨時人民代議員大会",NA,NA,NA,2862
47244,"衆院選挙制度改革　６党で協議機関設置　自自公の幹事長会談で合意 ",NA,NA,2698,9082
43237,"自民が先行、民主出遅れ　参院選へ主要政党、公認・推薦２７０人超す",NA,NA,2404,8385
65385,"２００４年度予算が成立／参院本会議 ",NA,NA,NA,11761
82539,"都議選　投票率上昇５４．４９％ ",NA,NA,NA,13974
41770,"出す？出さぬ？政治献金１億円　中止を含め検討中　悩む証券業界団体",NA,NA,NA,8120
23875,"政治改革で自民内の調整大詰め　宮沢首相・幹事長の２６日会談で妥協案作り協議 ",NA,4995,1568,4343
43460,"秋田市長に石川錬治郎氏３選",NA,NA,NA,8418
12938,"内閣改造は２０日前後に　海部首相、補正予算後を視野 ",NA,2651,NA,NA
24771,"政府税調、来月３日に総会を開催",NA,5239,NA,NA
29974,"税制改革法案、きょう衆院通過　議長あっせん案で収拾",NA,NA,NA,5960
89544,"局長更迭論強まる　野田政権、週内に結論　沖縄「講話」問題",NA,15840,NA,NA
80392,"２次補正予算、今国会に提出も／政府・与党 ",NA,13936,NA,13694
66950,"政治資金３年ぶり増　３．８％、１４００億円に／２００３年 ",NA,NA,NA,11947
7214,"自民党総裁選、立候補に必要な推薦は２０人に　記名投票など提言／党改革委 ",NA,NA,485,1260
69001,"自民・山崎拓氏が復活　宮城２区も自民・秋葉氏　民主が敗北　衆院２補選",NA,NA,3583,12142
73852,"政府、北朝鮮船舶検査の後方支援に特措法を検討 ",NA,13003,NA,NA
36103,"衆院採決前の自民・加藤氏招致、与党応じる方針　「ヤミ献金」問題",NA,NA,2103,7198
37606,"総選挙余勢、自民党が底力　岡山県知事選＜解説＞",NA,NA,2159,7527
7346,"参院は首相に土井たか子氏指名　両院協議会でも不一致",NA,1414,NA,1294
63131,"北朝鮮の「核」平和解決を確認　小泉首相、中国の李・外相と会談",NA,11577,NA,NA
53088,"公明党、児童手当の拡充断念も　自民党との財源調整難航",NA,NA,3023,10071
21360,"小沢氏の「勉強会」週明けにも　政策集団旗揚げ準備／自民党竹下派 ",NA,NA,1355,3787
72765,"スケート連盟　次期会長に橋本・参院議員が就任する見通し ",NA,NA,NA,12655
77483,"大阪市長選　民主推薦・平松氏が初当選　自公推薦の現職破る ",NA,NA,4002,13355
12190,"日朝三党共同宣言の「戦後の償い」には応じられぬ／外務省筋言明 ",NA,NA,NA,2198
39023,"大蔵改革、日銀法・独禁法改正法案きょう国会提出",NA,NA,NA,7728
79253,"海自給油活動、特措法で継続　延長法案を臨時国会提出へ／福田首相 ",NA,13753,NA,13564
9343,"衆院選、各党一気に対決機運　「自民か野党連合か」と海部首相　公民は社党批判 ",NA,1832,656,1742
2809,"消費税の価格転嫁カルテル容認　中小企業を対象　自民調査会　",NA,NA,166,NA
86081,"（危機の政治）「強い菅」へ、進化のとき　編集委員・星浩",NA,NA,NA,14580
24762,"小選挙区２５０、２票制に　企業・団体献金は５年後に全廃　社党方針",NA,NA,NA,4767
18064,"「慰安婦」謝罪　北朝鮮も対象　政府首脳が言明 ",NA,3872,NA,NA
35712,"血液製剤の扱いは研究班に一任　薬害エイズで元薬務局長の持永代議士",NA,NA,NA,7135
71771,"民主「責任ドミノ」も　送金メールで苦境　強気の前原代表、自民は静観の構え",NA,NA,3732,NA
28616,"サミット　村山首相は胃腸炎で９日の行事欠席　河野副総理が代理出席 ",NA,6225,NA,NA
51078,"児童虐待防止法が成立、今秋にも施行／参院本会議 ",NA,NA,NA,9724
43444,"財革法改正案、衆院を通過 ",NA,NA,NA,8414
57503,"ＮＧＯ排除問題　鈴木氏と外務省、頻繁に連絡　政府調査「関与」言及せず ",NA,10752,NA,NA
36093,"厚生省関係者、近く処分方針　エイズ薬害で菅厚相",NA,7454,NA,NA
12645,"国連平和協力法案の衆院廃案やむなし　海部首相と小沢幹事長が一致",NA,2586,774,2294
4261,"政府・自民がＯＤＡの協議機関　配分、党関与強める",NA,757,227,560
91508,"「法人税、大胆引き下げ」　自民公約、原発再稼働の方針も　参院選",NA,NA,4629,15520
27220,"山下　元利氏（自民党衆院議員、元防衛庁長官）死去 ",NA,5831,1837,5340
24289,"仙台市長ゼネコン汚職　「ハザマ」会長も逮捕　５０００万円を押収／東京地検 ",NA,NA,NA,4541
36164,"住専法案きょう可決　追加負担、与党声明も用意　衆院特別委",NA,NA,NA,7211
86813,"市議会リコール　名古屋　住民投票へ　２月実施有力　有効署名、法定数超す ",NA,NA,NA,14662
7364,"改正法案は通常国会に　消費税で政府・自民",NA,1427,529,1298
58550,"インド洋米軍支援　海自派遣期間、半年延長を決定／政府 ",NA,10928,NA,NA
67293,"小泉首相、迂回を否定　衆院予算委で自民の関与認めず　日歯連献金",NA,12182,3545,11970
67604,"「６者協議、維持を」　ＡＰＥＣで小泉首相",NA,12225,NA,NA
22990,"「不祥事相次ぎ国民におわび」　金丸氏起訴で宮沢首相が談話",NA,4842,NA,NA
34438,"最高裁への上告制限　法制審小委が改正案　民事訴訟法",NA,NA,NA,6857
56875,"発泡酒とたばこ増税を断念　与党の反発受け自民税調",NA,NA,3221,10615
24160,"単純小選挙区制の党議決定撤回を　社党委員長が自民に要求 ",NA,NA,1598,4460
9308,"両国政府、対韓円借款の終結に合意　６５年から計６５００億円",NA,1827,NA,NA
56883,"イスラエル、地上部隊で攻勢　自治政府、「宣戦布告」と反発",NA,10635,NA,NA
47324,"不審船への政府緊急策の全容判明　海上警備行動、事前閣議決定で対処 ",NA,9182,NA,NA
59010,"小泉首相、修正認める　信書便法案「原案通り」　郵政公社法案",NA,11000,NA,NA
26824,"米、数値目標で妥協案　明示避け「増加傾向尊重」　政府調達分野",NA,5708,NA,NA
93400,"オバマ民主、両院敗北　共和党、議会で主導権　米中間選挙",NA,NA,NA,15949
70260,"衆院選　拝啓、有権者の皆さんへ　一票の可能性を信じよう　編集委員・橋本五郎 ",NA,NA,NA,12363
31448,"１３知事選の候補者数、計４９人に",NA,NA,NA,6292
18997,"天皇訪中を重ねて要請　江沢民総書記が宮沢首相と会談　「尖閣」の棚上げは不変 ",NA,4094,NA,NA
25786,"過去直視し未来を構築　細川首相、植民地支配を陳謝　日韓首脳会談",NA,5469,NA,NA
4929,"「検察を信頼し対応」　高辻新法相が記者会見",NA,901,NA,NA
39201,"「１１特殊法人を整理」　廃止、民営化を明記／自民行革本部報告 ",NA,NA,2214,NA
4316,"特別委の尋問は現行法で　証言法改正の趣旨は尊重　証人喚問、江副氏らに通知 ",NA,NA,NA,576
9816,"リトアニア独立宣言の無効を提案／ソ連人民代議員大会 ",NA,NA,NA,1889
1,"竹下首相任命式も皇太子殿下が出席",NA,1,NA,NA
84042,"財務相に菅副総理　戦略相は仙谷氏兼務　藤井氏辞任受け ",NA,14680,NA,NA
43058,"日米蔵相が会談　日本に内需拡大要求　円安是正で一致 ",NA,8509,NA,NA
77265,"ＮＯＶＡが更生法申請へ　猿橋社長解任、負債５００億円超 ",NA,NA,NA,13308
5730,"「検察の対応見守る」　竹下首相、リ事件捜査で表明",NA,1055,NA,NA
10495,"山口市長に佐内正治氏 ",NA,NA,NA,2016
98198,"中間貯蔵施設に「地上権」　政府提案　国が３０年使用契約",NA,16883,NA,NA
98122,"健康寿命　１年長く　メタボ受診率　８割に向上で　２０２０年　政府目標",NA,16863,NA,NA
47227,"ガイドラインめぐり公明党首と会談　小渕首相が意向表明 ",NA,9157,NA,9080
33477,"自民、あす党大会　塩川氏、三役入り有力 ",NA,NA,2048,6661
67711,"ウクライナ国会、内閣不信任決議案を可決 ",NA,12249,NA,12009
34191,"宗教団体の政治活動　憲法２０条の政府見解を再検討 ",NA,7166,NA,6796
14585,"海部首相、米に出発　「スーパー３０１条」制裁法案に懸念表明へ ",NA,3097,NA,NA
4602,"「江副証言と食い違いは一切ない」　宮沢蔵相強調 ",NA,823,NA,NA
74663,"衛藤議員１億円資金問題　秘書給与も不透明　情報会社が１０００万円 ",NA,NA,NA,12884
31291,"東京円続騰、８８円台　日銀総裁は利下げ観測否定",NA,NA,1973,NA
83138,"鳩山首相外交デビュー　温室ガスで演説　「２５％削減」を国際公約／国連 ",NA,14395,NA,NA
14206,"イラクで反体制の動き拡大　バスラ知事・大統領の長男ら殺害か",NA,NA,NA,2508
89006,"南スーダンＰＫＯ調査団、きょう派遣　野田首相「貢献」演説へ",NA,15643,NA,NA
97937,"北、拉致全面調査を約束　日本、制裁一部解除へ　両政府合意",NA,16814,NA,NA
81508,"民主・小沢代表「国民におわび」　進退、選挙の勝算次第　西松建設の違法献金事件",NA,NA,NA,13824
16559,"「天皇訪問を歓迎」　ＰＫＯ参加構わぬ　タイ首相が読売新聞社と会見 ",NA,3533,NA,NA
42377,"参院選、都も即日開票　神奈川など追随か ",NA,NA,NA,8241
34611,"新財政均衡計画提示で、米政府機能が正常化　２６日まで暫定措置 ",NA,7229,NA,NA
41745,"法人税、２．７―２．８％引き下げ　来年度改正へ最終案／大蔵省 ",NA,NA,NA,8114
23797,"カンボジア総選挙は国際認知に自信　投票率は７０％前後／明石ＵＮＴＡＣ代表 ",NA,NA,NA,4307
6604,"宇野内閣スタート　「出直し改革」へ若手登用　科技庁長官に４０歳の中村氏 ",NA,1254,NA,NA
76917,"自民総裁選　福田氏圧勝の勢い　衆参２１３議員が支持／読売新聞社調査 ",NA,NA,3961,13265
80543,"栃木知事に福田氏",NA,NA,NA,13713
58867,"政治の価値下げて申し訳ない　鈴木宗男議員が心境（転落：上）",NA,NA,NA,10884
59959,"福祉タクシー、白ナンバーＯＫ　運送法の例外規定を適用　国交省",NA,NA,NA,11014
77476,"選挙公費、水増し横行　ポスター代も燃料代も",NA,NA,NA,13353
13455,"「中東和平会議、評価も」　イラク大統領、土井社党委員長と会談 ",NA,NA,NA,2437
28931,"人口格差２．１倍超す　衆院小選挙区３００の区割り案ほぼ決定",NA,NA,NA,5722
66924,"橋本元首相を聴取　日歯連の１億円献金で東京地検",NA,12130,NA,NA
39264,"「疑惑」国家公務員の退職金、起訴前でも支給留保　総務庁が法改正案",NA,NA,NA,7760
3684,"終日空転　延長国会の初日",NA,NA,NA,476
93642,"「存立事態」概念を明記　集団的自衛権行使向け検討　武力攻撃事態法",NA,NA,NA,16085
95457,"安倍氏が出馬表明　自民総裁選　林氏もきょう表明",NA,NA,4493,NA
27579,"渡辺美智雄氏が自民離党表明、新生党と連携期待　同調者２０人程度か",NA,NA,1862,NA
28894,"衆院選区割り法案「年内に施行」　臨時国会で成立へ　村山首相",NA,6278,NA,5716
32098,"長良川河口堰きょうから本格運用　「治水、利水に必要」と野坂建設相が最終判断 ",NA,6816,NA,NA
83515,"「天下り」巡り与野党論戦　人事官に官僚ＯＢ　民主は現実路線に／衆院予算委 ",NA,NA,NA,14197
63843,"石原国交相「藤井氏、適格性欠いた」　道路公団総裁解任を正式発表",NA,11721,3434,NA
48680,"協調介入困難か　米側声明、為替には言及せず　日米蔵相会談",NA,9361,NA,NA
42636,"日銀総裁の年収２０％下げへ ",NA,NA,2363,NA
65851,"小泉首相再訪朝は２２日　正常化交渉、日程確定目指す",NA,11987,NA,NA
13826,"「イラク復興に努力」　湾岸の戦後問題で証言／ベーカー米国務長官 ",NA,2891,NA,NA
85927,"鳩山氏「小沢氏を要職に」　部分連合より連立強調　本紙と会見 ",NA,NA,NA,14557
27966,"熊谷官房長官、連立再構築に向けて柔軟に対応する意向",NA,6044,NA,5523
74416,"安倍首相含め「やらせ」処分へ　司法改革でも判明　タウンミーティング",NA,13098,NA,NA
94349,"２閣僚問責きょう可決　一川・山岡氏　首相、続投させる方針 ",NA,15754,NA,NA
57216,"テロ・犯罪に絡んだ金融取引　弁護士らに通報義務／政府検討 ",NA,10704,NA,NA
32146,"「消防」団結権見送り　自治相と自治労委員長が合意　職員委新設し協議へ ",NA,6824,NA,NA
95995,"住宅ローン減税　年４０万　４年間延長　自公合意",NA,NA,4586,NA
578,"政府機関移転の基準案を各省庁に提示 ",NA,114,NA,NA
72581,"自民総裁選出馬　安倍氏、７月にも表明　次期内閣は「憲法改正が課題」 ",NA,12827,3766,NA
1581,"税制改革・政府税調部会の直接税率の例",NA,293,NA,NA
92005,"コメ、生産目標廃止を検討　政府、戸別補償減額も　減反見直し",NA,16587,NA,NA
21972,"自民税制改正大綱　９３年度１２３０億の増税　老人マル優拡大に政府税調は反対 ",NA,4672,1442,NA
60824,"見逃された？犯罪　異状死の２割、行政解剖せず　予算足りぬ自治体（解説） ",NA,NA,NA,11123
59141,"［裁く］第７部・あすの司法（１）再生法で迅速な再建（連載） ",NA,NA,NA,10932
85404,"（朝日・東大共同調査）民主、消費増税側に　自民も賛成強める　参院選立候補予定者",NA,NA,4314,14481
44296,"政治学ぶ模擬選挙、教室に試み（政治家よ　第２部　目覚め：１）",NA,NA,NA,8586
98537,"「エボラに未承認薬」方針　政府　国内確認時、医師判断で",NA,16987,NA,NA
88218,"２次補正「新政権で」　民主、早期退陣論が大勢 ",NA,15462,NA,NA
63384,"和平「行程表」に危機　アッバス首相が辞表　パレスチナ",NA,11617,NA,NA
39361,"特措法改正案、衆院を通過　棄権の村山元首相ら「造反」５人",NA,7962,NA,7790
35230,"予算案の衆院通過遅れ、暫定予算やむなし　久保蔵相が表明 ",NA,7351,NA,7048
62177,"森ビル、選定巡り提訴へ　民活で衆院宿舎改築、国初のＰＦＩ方式",NA,NA,NA,11290
63709,"郵政民営化、自民「来秋までに結論」　政権公約は後退",NA,11694,3424,NA
21493,"野党、佐川問題で証人喚問要求を拡大　国会代表質問",NA,NA,NA,3821
63936,"衆院選情勢２２万人世論調査　与党、安定多数の勢い／読売新聞社 ",NA,NA,NA,11561
71227,"来年度予算　きょう政府案決定 ",NA,12691,NA,NA
29325,"恒久減税と単年度の定率減税の「２階建て」で一致　武村蔵相と与党が会談 ",NA,6377,NA,5792
97301,"［知事辞職］（上）退陣会見でも疑惑晴れず（連載）",NA,NA,NA,15715
6832,"国会が閉幕　焦点、参院選に　各党は総選挙を意識",NA,NA,NA,1142
53278,"ＫＳＤが額賀福志郎氏側に１５００万円　官房副長官時",NA,10025,NA,NA
45867,"国連平和活動後方支援、個別に判断　衆院比例定数は５０削減　自自チームが合意 ",NA,NA,NA,8836
82294,"都議選へ与野党総力　総選挙の前哨戦、投票まで１か月 ",NA,NA,NA,13921
34562,"防災無線で自治体連結　阪神大震災の混乱教訓に　郵政省、研究開発へ",NA,NA,NA,6886
58837,"口利き見返り、鈴木議員に５００万円手渡し　最高検、逮捕許諾請求を了承 ",NA,NA,NA,10875
52980,"医療保険改革法が成立　船舶検査、クローン規制法も／参院本会議 ",NA,NA,NA,10052
